epoch,lr-AdamW,step,test/loss,test/mae,test/mse,test/pearson,test/r2,test/spearman,train/loss_epoch,train/loss_step,train/mae,train/mse,train/pearson,train/r2,train/spearman,val/loss,val/mae,val/mse,val/pearson,val/r2,val/spearman
,0.0001,0,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,0.8186266422271729,,,,,,,,,,,
0,,19,,,,,,,,0.7095967531204224,,,,,,,,,,,
0,,29,,,,,,,,1.3281208276748657,,,,,,,,,,,
0,,39,,,,,,,,0.48890477418899536,,,,,,,,,,,
0,,49,,,,,,,,1.0342183113098145,,,,,,,,,,,
0,,59,,,,,,,,2.4111199378967285,,,,,,,,,,,
0,,69,,,,,,,,2.5291147232055664,,,,,,,,,,,
0,,79,,,,,,,,0.46291622519493103,,,,,,,,,,,
0,,89,,,,,,,,0.7857763767242432,,,,,,,,,,,
0,,99,,,,,,,,0.5715639591217041,,,,,,,,,,,
0,,109,,,,,,,,0.6840834617614746,,,,,,,,,,,
0,,119,,,,,,,,0.990792989730835,,,,,,,,,,,
0,,129,,,,,,,,0.7640619277954102,,,,,,,,,,,
0,,139,,,,,,,,1.2842577695846558,,,,,,,,,,,
0,,149,,,,,,,,0.6526778340339661,,,,,,,,,,,
0,,159,,,,,,,,0.9028928279876709,,,,,,,,,,,
0,,169,,,,,,,,0.7393543720245361,,,,,,,,,,,
0,,179,,,,,,,,0.6904963850975037,,,,,,,,,,,
0,,189,,,,,,,,1.5623881816864014,,,,,,,,,,,
0,,199,,,,,,,,1.120212197303772,,,,,,,,,,,
0,,209,,,,,,,,1.0384899377822876,,,,,,,,,,,
0,,219,,,,,,,,1.1123600006103516,,,,,,,,,,,
0,,229,,,,,,,,0.692194938659668,,,,,,,,,,,
0,,239,,,,,,,,1.1684398651123047,,,,,,,,,,,
0,,249,,,,,,,,1.099225640296936,,,,,,,,,,,
0,,259,,,,,,,,0.8704929947853088,,,,,,,,,,,
0,,269,,,,,,,,1.4241052865982056,,,,,,,,,,,
0,,279,,,,,,,,0.7760870456695557,,,,,,,,,,,
0,,289,,,,,,,,1.1082892417907715,,,,,,,,,,,
0,,299,,,,,,,,0.5048245787620544,,,,,,,,,,,
0,,309,,,,,,,,2.049006462097168,,,,,,,,,,,
0,,319,,,,,,,,1.3477418422698975,,,,,,,,,,,
0,,329,,,,,,,,1.563657283782959,,,,,,,,,,,
0,,339,,,,,,,,0.6594012975692749,,,,,,,,,,,
0,,349,,,,,,,,0.7713322639465332,,,,,,,,,,,
0,,359,,,,,,,,1.0589393377304077,,,,,,,,,,,
0,,369,,,,,,,,0.6724483370780945,,,,,,,,,,,
0,,379,,,,,,,,1.4303839206695557,,,,,,,,,,,
0,,389,,,,,,,,1.2779200077056885,,,,,,,,,,,
0,,399,,,,,,,,0.4626968204975128,,,,,,,,,,,
0,,409,,,,,,,,1.8853576183319092,,,,,,,,,,,
0,,419,,,,,,,,1.2332631349563599,,,,,,,,,,,
0,,429,,,,,,,,0.8428226709365845,,,,,,,,,,,
0,,439,,,,,,,,0.681382417678833,,,,,,,,,,,
0,,449,,,,,,,,1.3882384300231934,,,,,,,,,,,
0,,459,,,,,,,,0.7057502865791321,,,,,,,,,,,
